lzc_mode0,lzc_mode1,lzc_mode2,lzc_mode3,lzc_mode4,BIS
1364,757,785,1244,116,97.7
1351,757,790,1253,117,97.7
1329,738,782,1257,119,97.7
1283,719,772,1260,122,97.7
1244,702,762,1248,120,97.7
1175,669,754,1248,122,97.7
1153,669,761,1249,125,97.7
1132,669,757,1251,122,97.7
1113,664,762,1247,116,97.7
1110,670,760,1250,122,97.7
1091,650,756,1228,118,97.7
1012,626,732,1204,101,97.7
982,614,717,1184,90,97.7
969,610,719,1176,86,97.7
965,609,712,1170,79,97.7
961,606,712,1172,80,97.7
956,614,715,1171,82,97.7
914,603,704,1158,75,97.7
915,604,688,1152,71,97.7
912,600,682,1142,64,97.7
900,595,677,1147,64,97.4
903,591,673,1151,65,97.4
894,588,684,1162,62,97.4
891,592,683,1159,63,97.3
864,591,672,1140,57,97.3
837,592,663,1133,48,97.3
841,593,664,1138,48,97.3
848,599,669,1137,49,97.3
859,601,673,1133,49,97.2
877,606,672,1134,49,97.1
879,607,678,1137,51,96.7
883,610,688,1137,51,96.7
882,604,692,1138,52,96.7
883,607,692,1149,53,95.9
882,614,701,1165,64,95.9
890,618,715,1185,87,96.1
889,608,722,1196,97,96.4
885,613,733,1196,102,96.7
888,609,737,1208,108,96.7
894,620,769,1249,125,96.0
852,621,794,1285,136,95.0
858,625,799,1303,148,94.4
857,623,800,1299,152,94.4
853,617,796,1303,153,94.3
850,621,796,1308,153,93.7
843,620,803,1305,152,93.0
854,617,804,1330,156,94.4
844,621,810,1339,158,94.4
841,624,813,1336,155,92.8
840,611,808,1324,145,92.5
850,627,816,1330,143,92.5
851,630,820,1325,143,92.5
842,634,828,1334,146,92.5
832,627,827,1326,137,92.5
827,625,829,1317,138,92.0
827,624,838,1302,132,91.0
846,628,845,1286,134,90.2
874,630,852,1285,133,89.8
889,637,857,1275,130,89.7
897,656,877,1283,128,89.4
899,661,878,1272,129,89.7
916,676,888,1275,129,89.6
938,691,895,1284,127,89.6
959,723,898,1276,127,89.4
973,733,903,1278,127,89.4
982,737,914,1268,128,89.0
987,761,925,1276,129,89.0
1016,789,939,1270,130,88.9
1039,803,948,1253,128,88.9
1045,816,953,1245,126,88.9
1115,841,962,1241,126,88.9
1147,855,971,1250,127,89.4
1155,863,981,1234,125,90.0
1148,869,981,1230,128,90.0
1173,886,984,1219,121,90.0
1195,896,989,1212,121,89.4
1219,912,997,1204,121,89.3
1241,919,1008,1196,121,89.3
1258,935,1013,1195,121,89.5
1275,942,1022,1195,121,89.5
1291,951,1018,1189,122,89.5
1295,968,1025,1194,122,89.7
1300,979,1031,1190,122,89.7
1302,975,1038,1193,120,89.0
1301,986,1049,1199,121,88.9
1306,988,1053,1201,122,88.5
