hc_mode0,hc_mode1,hc_mode2,hc_mode3,hc_mode4,BIS
5.97570660218115,1.4569255032547321,1.073069862589782,1.0075222562150778,1.0051282576548832,82.4
6.008625391555008,1.4580290908236517,1.073700622619919,1.0076846449299541,1.0052026439665678,78.9
6.019323707520912,1.4590772751452425,1.0736267407223161,1.0077672444887775,1.005161395068271,80.0
6.033676214021574,1.4598449577381916,1.0740991822925774,1.0077524817627765,1.0051540116621804,80.0
6.050735431723744,1.4614558060070058,1.074431287821319,1.0077981115499466,1.005140005763671,92.7
6.06982462667191,1.4621961535652463,1.0748204711187934,1.0078219031074096,1.0051690544510041,93.1
6.333690788001581,1.4636529858066685,1.0749647264211124,1.0079850679175242,1.0051403721008412,92.9
6.590053325629478,1.515698789660473,1.0721539884880074,1.0076803586505796,1.0051023461760806,92.5
7.207339096595711,1.5353224367705551,1.0708626655276896,1.007687006029282,1.0050922462840806,93.1
7.440345966257845,1.5458615611515836,1.0702797919458213,1.0077122426776686,1.0050811680043534,94.3
7.541340521112711,1.5845265741035572,1.0692327938841164,1.0077562629513208,1.005075804419387,95.2
7.416331799889602,1.576264405962546,1.068032483259892,1.0074404441318119,1.0049520497739726,95.5
7.620788510350319,1.607109638067977,1.0672323896541873,1.0076134728179953,1.0049548672966535,96.0
7.7857095937457315,1.6986925862580435,1.0653947275185522,1.007607991395722,1.0049609127303238,96.0
8.857640109213571,1.7095363458220778,1.0648256068198498,1.0074927913286968,1.0049879875660195,96.0
8.593041305565446,1.7131650742277782,1.064697083428343,1.0074837416063278,1.0049142124194992,96.0
8.438086522377413,1.6817856069148616,1.0651307321428067,1.0074427172647116,1.0049226819117858,96.3
7.916272422026168,1.6834642072398307,1.065348974812683,1.0075106160106864,1.0049104409113252,97.0
7.89408716279375,1.6885457599584783,1.0655874634905367,1.007603138620808,1.004954577857658,97.0
8.896703065386566,1.724736089398196,1.066245790987896,1.0078672183797277,1.0051695113889378,97.1
9.133489072834555,1.8396764991135504,1.0633071238159169,1.0078919566471418,1.0050742786745073,97.1
9.800088503487506,1.8903366676176387,1.061343253425247,1.0072842537061482,1.0050210998971103,97.1
9.931115166536095,1.9061787422971357,1.0626468860478786,1.0076831790451302,1.0051247611016203,97.2
9.70263630418631,1.8681946433739474,1.0624949442566691,1.007666479619893,1.005152147961724,97.3
9.784230619411073,1.8641737420537439,1.0627878649645806,1.0077460541167975,1.0050436836434284,97.4
9.604514996293263,1.8677766660194648,1.0633119094612775,1.0075991920598881,1.0050146078001931,97.4
10.003452037534704,1.9183064175323128,1.0630122095713395,1.0078135019673022,1.0050261614942482,97.4
10.248371857252968,1.9270629178885257,1.0627097979841087,1.0077213175853768,1.0051810216692394,97.4
9.94433869738555,1.922925068408829,1.0629628715232233,1.0078280300565237,1.0052340964912212,97.4
10.196389315869704,1.9207876124448386,1.0643040749953991,1.008463878871137,1.0051406130139797,97.4
10.097650813622856,1.9232190104205074,1.0647907957420755,1.0078021872531793,1.0050696638060919,97.4
10.032823735579207,1.921502415322589,1.0694881614977116,1.0079056448438197,1.0050794947974124,97.4
10.066812231492198,1.909053825924086,1.0690819488957826,1.0079258824469657,1.0050138876177679,97.5
10.315192266368157,1.9112967005079822,1.068869321237861,1.0079255544442156,1.0050821993763552,97.6
10.418210636082787,1.9156495977826358,1.0679017893748073,1.0082207320799,1.0051749968978367,97.6
10.402522795954235,1.914965495514644,1.0683459779862277,1.008124132623872,1.00516624585691,97.6
10.557753659082627,1.9463655477826345,1.0687834156823082,1.0080883652445396,1.0052269042582622,97.6
10.555348736118187,1.9411983556522796,1.0697535986393607,1.0081603490542983,1.0051854550446064,97.7
10.590217658908836,1.9437647572089856,1.070373589591374,1.008109116397464,1.0052456983427844,97.7
10.572825216335206,1.9409630915764169,1.0707291135389425,1.0083463080864075,1.0052516278264108,97.7
10.449221987058902,1.9338800323354086,1.0715064300281738,1.0083807900097235,1.0053309484401567,97.7
10.353833037560737,1.924498755492761,1.0713355270864797,1.0083091055172793,1.0052005518415936,97.7
10.375241975485245,1.9249511454253683,1.0712158011375883,1.008127831063723,1.0052642296123337,97.7
10.352902734074634,1.9244937418447485,1.070138527994689,1.0082078652008812,1.0052648571329879,97.7
10.218807524622937,1.929956053415098,1.0695661159334309,1.0082839091386444,1.0052879156963075,97.7
10.213990658713088,1.9501651353552143,1.0695025743520394,1.008287117258445,1.0052458022334705,97.7
10.50643196744196,1.9643362583174786,1.0689898862344833,1.0083085737406525,1.0053240370234724,97.7
10.325732171027731,1.9584661777160597,1.068832099478087,1.0082860214189455,1.0052590611931118,97.7
10.2500268200261,1.9542375123546236,1.0684836030760256,1.0084981570774438,1.005165119133344,97.7
10.21518944396629,1.9502773659483867,1.0688333210614944,1.008289902344207,1.0052126187661015,97.7
8.222495829802481,1.878047947197216,1.069885962523363,1.0081660422482637,1.0053221600357432,97.7
7.743355805182254,1.8419848406620458,1.0710244717167214,1.0081947427573859,1.0053115965498771,97.7
7.899500693321272,1.8344446243442913,1.070846668114868,1.008190788486999,1.005331341379253,97.7
