hm_mode0,hm_mode1,hm_mode2,hm_mode3,hm_mode4,BIS
0.026823821185072264,0.19576088487044246,0.5491873327858475,1.010924688286205,1.5192702080676745,68.30000000000001
0.027092755740779514,0.19617457005238806,0.5490635992150292,1.0103491692564603,1.5193418845681785,69.10000000000001
0.026847252348409147,0.19623280511613972,0.5496114927602568,1.0103647886199694,1.5191052710541366,69.9
0.027513761846079593,0.19491921386909586,0.5501726521371562,1.0107921940716023,1.5202637387138354,70.7
0.02735646308516265,0.19503306180311458,0.5503664632967248,1.010669565172796,1.5205712177680937,71.5
0.02702909819198709,0.19483573527795314,0.5508214144183013,1.0102800536128154,1.5203761556954918,72.0
0.02716498357924736,0.19492341855006892,0.5517496413472973,1.010176395605901,1.5201723060649226,71.9
0.02791977048112804,0.19402085854043224,0.5513250545552231,1.0101011525670431,1.5201957688485084,72.1
0.027529288358371675,0.19406052578722768,0.5508239984421084,1.0093738450634524,1.5205598901833965,73.0
0.027698901323381337,0.19398388611273765,0.5504223104468171,1.0088929443894579,1.5204720798872795,72.3
0.027723243930935202,0.19398285643704236,0.5511097173419085,1.008594277591476,1.5206161633914212,73.7
0.02768367022293512,0.1939077916538577,0.5505057782715423,1.008309103511559,1.520487407877695,73.1
0.027762616428960402,0.1938609939306593,0.5501701991249239,1.0078283153656458,1.5204613675825207,73.7
0.027689465893694594,0.19393707205512167,0.5505830410154153,1.0073648211398656,1.520589774955857,73.3
0.02891348330036037,0.1938058171158552,0.5502689795246565,1.0071914973754834,1.5195216385620764,73.4
0.029062093916098077,0.19391215586801627,0.5500792274563426,1.0070226705123912,1.5209408336599355,73.1
0.028848088457638664,0.19391645543499877,0.5504977874960695,1.007535744003315,1.521004305782353,73.8
0.028915998182699746,0.19401215349383746,0.5504554828631336,1.0072578403916228,1.5209706377041814,75.6
0.028959733021370473,0.19392849205343612,0.5508318438880061,1.0069837580070458,1.521174241949668,68.9
0.028605858145133903,0.19346383471165973,0.5506376845110696,1.0107500791632886,1.5209702404201542,69.0
0.028666947604848426,0.19350213270220182,0.5520671831525832,1.009962998282293,1.519033564431697,70.0
0.0287935671558844,0.19335174701480845,0.5526044726827051,1.010622436277561,1.5196694209218289,69.3
0.028748426368435092,0.19316018206017532,0.5529240602509274,1.0089766257644837,1.518659874087607,69.7
0.028882367320348358,0.19228833922346159,0.5526089983748453,1.0125043589081548,1.520194169657483,70.0
0.0293061994474228,0.19322610055980305,0.5529956054025383,1.0113514500881455,1.520152066302275,69.4
0.029233205275818294,0.19341567160012546,0.5525392745818573,1.0124374612179647,1.5198593716308704,70.0
0.02913244914747737,0.19381765407848695,0.5524429861207409,1.012759452787995,1.5217397452979562,70.0
0.029011679610832817,0.19395108837451286,0.552543774986932,1.0131050700318893,1.5217350516096064,70.0
0.02910270077204574,0.1942655958620832,0.5517301764978334,1.0131580277798053,1.5218080299532075,70.0
0.028705622015438217,0.19447982123442625,0.55155801521248,1.0132209537656762,1.52182890871697,70.0
0.029300375001029624,0.19613433371087644,0.5507323452360876,1.0127519051433156,1.5220165929647946,70.0
0.028723148855410014,0.19594410380334273,0.551235085006453,1.0126511244108347,1.5220984063267722,70.0
0.029107770056059752,0.19604815288309366,0.5513925920219787,1.012629520798044,1.5221766005875121,70.0
0.02898241040049649,0.19614572767690444,0.5516292857891977,1.012629934313589,1.522294749768295,70.0
0.029064068416335877,0.1956187127351299,0.5529237839222451,1.012882562451069,1.5221625426904217,70.0
0.028842563665834806,0.19559997007974717,0.5529921869646145,1.0130851058182155,1.5221919757659044,70.5
0.028867437782354267,0.19579573644465073,0.5529414874892125,1.0129676202456253,1.5221971566281869,71.3
0.02877202884008089,0.1963424771709216,0.5535229326114649,1.0129354931597623,1.5221224266503863,86.2
0.028760378383367955,0.1963736060472603,0.5546724013610861,1.01231697875071,1.5226465141740781,87.0
0.028761477835261774,0.1966647089102666,0.554836733655931,1.0127982409831753,1.5227181487400765,87.8
0.028492348750912617,0.19638308800882517,0.5543808899108934,1.0135059097894468,1.5221058671087921,88.5
0.028460099466067815,0.1963460394872338,0.5542572989907169,1.0128134112440914,1.5221680296988327,89.2
0.02848437610475253,0.19627696597050356,0.5541764103086579,1.0119573310231935,1.5219851363306893,89.9
0.028526871368932692,0.19630446514643143,0.5537481160762797,1.0119428931743437,1.5219758484780708,90.5
0.028543939263008956,0.19611310168660837,0.5529428320795967,1.0117597062724344,1.5218709924135647,91.1
0.028594102243069852,0.19610122467533114,0.553576334096988,1.011346105291073,1.521855613209743,91.4
0.028604355452163617,0.1961755523652082,0.5537817748040403,1.0109729367784135,1.5217781118645333,91.2
0.02856988260894719,0.1961660815678601,0.5534778988203353,1.0116120717075667,1.521592902609387,90.8
0.02885506959469398,0.1959925923599777,0.5542326758686471,1.0112524155662457,1.5217164959954312,90.4
0.028675705399946776,0.19603872412897733,0.5534968385848319,1.011724730470869,1.521877283004296,91.0
0.028424010946210734,0.19561589655252773,0.5528880132861359,1.0098056071832684,1.5225163255664533,91.5
0.028621428814219183,0.19569820900972945,0.5532861826729639,1.0105570524838494,1.5221126045350548,92.0
0.028893513006608723,0.1960179152852402,0.5525334967819727,1.0110663215277103,1.5223791391066452,92.5
0.02893894394721295,0.19613247934818442,0.5524538284244211,1.0110919591797514,1.5223493547888969,93.0
0.029034550258693045,0.19613964254092106,0.5525400539542074,1.0115191115987858,1.522296452240645,93.5
0.028945481983804918,0.1963335190872732,0.5524320844801716,1.0114200533926683,1.5222553549144433,93.9
0.02890330062052367,0.19583647174249996,0.5518564920175713,1.011020456809967,1.5223594126696407,94.6
0.02885769329909619,0.19575327651550586,0.5515480208414619,1.011268864085143,1.522316386900698,95.5
0.02913584720072408,0.19561412163869848,0.5512737330272945,1.0098276007842297,1.5225645032267492,96.3
0.02896107296635587,0.19658877038854902,0.5510938877740043,1.010171313837064,1.5220229274903334,96.7
0.02919060540372973,0.19629690131387784,0.550880883989936,1.0103857985684503,1.5219555721807276,97.1
0.029983182836446045,0.19634416800330348,0.5509830386456266,1.0107943711813068,1.5220465212460823,97.1
