Time,BIS/BIS
0.211,0.0
1.211,0.0
2.211,0.0
3.211,0.0
4.211,0.0
5.211,0.0
6.211,0.0
7.211,0.0
8.211,0.0
9.211,0.0
10.211,0.0
11.211,0.0
12.211,0.0
13.211,0.0
14.211,0.0
15.211,0.0
16.211,0.0
17.211,0.0
18.211,0.0
19.211,0.0
20.211,0.0
21.211,0.0
22.211,0.0
23.211,0.0
24.211,0.0
25.211,0.0
26.211,0.0
27.211,0.0
28.211,0.0
29.211,0.0
30.211,0.0
31.211,0.0
32.211,0.0
33.211,0.0
34.211,0.0
35.211,0.0
36.211,0.0
37.211,0.0
38.211,0.0
39.211,0.0
40.211,0.0
41.211,0.0
42.211,0.0
43.211,0.0
44.211,0.0
45.211,0.0
46.211,0.0
47.211,0.0
48.211,0.0
49.211,0.0
50.211,0.0
51.211,0.0
52.211,0.0
53.211,0.0
54.211,0.0
55.211,0.0
56.211,0.0
57.211,0.0
58.211,0.0
59.211,0.0
60.211,0.0
61.211,0.0
62.211,0.0
63.211,0.0
64.211,0.0
65.211,0.0
66.211,0.0
67.211,0.0
68.211,0.0
69.211,0.0
70.211,0.0
71.211,0.0
72.211,0.0
73.211,0.0
74.211,0.0
75.211,0.0
76.211,0.0
77.211,0.0
78.211,0.0
79.211,0.0
80.211,93.9
81.211,93.3
82.211,94.4
83.211,94.4
84.211,94.4
85.211,94.4
86.211,94.4
87.211,94.9
88.211,95.4
89.211,95.4
90.211,95.4
91.211,95.4
92.211,95.4
93.211,95.4
94.211,95.4
95.211,95.4
96.211,95.4
97.211,95.4
98.211,95.4
99.211,95.4
100.211,95.8
101.211,95.8
102.211,95.8
103.211,95.8
104.211,96.5
105.211,96.7
106.211,96.7
107.211,96.7
108.211,96.7
109.211,96.7
110.211,97.0
111.211,96.8
112.211,96.9
113.211,97.1
114.211,97.3
115.211,97.3
116.211,97.3
117.211,97.3
118.211,97.3
119.211,97.3
120.211,97.3
121.211,97.3
122.211,97.5
123.211,97.5
124.211,97.4
125.211,97.4
126.211,97.4
127.211,97.4
128.211,97.4
129.211,97.5
130.211,97.5
131.211,97.5
132.211,97.5
133.211,97.4
134.211,97.2
135.211,97.1
136.211,96.9
137.211,96.4
138.211,96.0
139.211,95.5
140.211,95.3
141.211,95.4
142.211,95.0
143.211,95.0
144.211,95.0
145.211,95.0
146.211,94.8
147.211,94.8
148.211,94.8
149.211,95.0
150.211,95.0
151.211,95.1
152.211,95.1
153.211,95.6
154.211,96.0
155.211,96.7
156.211,96.8
157.211,96.8
158.211,96.5
159.211,96.5
160.211,96.5
161.211,96.5
162.211,96.5
163.211,96.7
164.211,97.1
165.211,97.2
166.211,97.3
167.211,97.4
168.211,97.4
169.211,97.4
170.211,97.5
171.211,97.5
172.211,97.5
173.211,97.5
174.211,97.5
175.211,97.5
176.211,97.6
177.211,97.6
178.211,97.7
179.211,97.7
180.211,97.7
181.211,97.7
182.211,97.7
183.211,97.7
184.211,97.7
185.211,97.7
186.211,97.7
187.211,97.7
