kfd_mode0,kfd_mode1,kfd_mode2,kfd_mode3,kfd_mode4,BIS
1.662041056518394,2.7102614049600855,4.1198437632772995,6.6250851486964475,8.758497915935378,80.19999999999999
1.6621287413320258,2.6434843940895916,4.093936970033016,6.509722282028353,7.313548097371061,82.39999999999999
1.7421138905040523,2.8017707514844012,4.399706662370406,6.289961770005246,8.164514973269455,84.6
1.7243741545439157,2.7949015769503265,4.205054533095814,6.506599348648441,8.69942817725661,86.8
1.7526155398686718,2.8076314547302634,4.386634161815029,6.2148297901220175,6.961334112735517,89.0
1.7770406682557485,2.534751446045113,4.21576515966287,7.664207285184577,8.094721396940493,87.0
1.7384368806106794,2.7980488002202692,4.335581367407446,6.211197492685161,9.03667549602485,86.8
1.7223544491073126,2.70529916382718,4.111592780480663,5.943165647320143,8.196438718429286,88.2
1.6541333227729593,2.5802923292755424,4.169602251677589,6.3316809651859725,7.221038971785905,88.7
1.6558744935039686,2.652837949322121,4.318371721042402,6.404051868847947,8.665290116236426,88.3
1.657325878105563,2.7645674209955065,4.6938219335931155,6.019093836675969,7.9296075460891595,87.6
1.7959869731893223,2.69666823239895,4.380784537860005,7.653371638036764,7.171695825485958,87.2
1.7744638998485434,2.683118878027716,4.165280572437005,5.459396941387323,9.074796825825295,87.4
1.6033625221389192,2.8547887576797493,4.595925211283753,6.991536634195911,8.843604969210592,86.5
1.7253721701592337,2.7454398573932934,3.802618153301244,5.675199612729083,7.43156700549654,86.0
1.61867155135894,2.746985209076789,4.4690847671877325,7.063998966890699,7.044448015681389,86.6
1.6495464959911885,2.776615026485823,4.241713376794116,7.549407680814839,6.622640948641905,88.6
1.7536768028717893,2.5770271554262543,4.501943606164007,6.240462452479332,7.859466698513356,87.6
1.6196599659482362,2.753495481434348,4.682683934984024,5.849953194950877,9.387486449384836,87.6
1.7678018742709354,2.7843255075977713,4.43969069583734,7.065289863627851,7.407104791490701,88.3
1.668365356747791,2.8018899459703097,4.42687982840212,6.610036165867477,7.281447550789046,89.8
1.5946679102811436,2.1975941262090406,2.8987132070612187,4.965173958820603,7.100060299576355,89.9
1.3237410397012828,1.4963563913594173,2.5386289828492354,4.541325838531302,6.583769164692815,88.1
1.299505358574523,1.3830606597827928,2.093718707986239,4.588623360964939,6.402277133118817,86.7
1.3062581657804888,1.3955242386143292,2.079427386054957,4.540159101158004,7.1101892060249465,86.0
1.3112782086075554,1.3962622340828577,2.0855966490584184,4.530764915816746,6.76125179441989,86.1
1.3128314768611977,1.3990466815978262,2.0787336603188598,4.652372122379877,6.9537348092315945,87.2
1.311980283439128,1.396577918441825,2.086201103718905,4.4802546443575455,7.03665987742155,86.4
1.3003451184770622,1.396126049782018,2.066967900191641,4.617598792391772,7.775780353518614,84.7
1.30625264226768,1.3968218243665695,2.07187662064697,4.36832727304212,6.782833990361851,84.5
1.305482971942713,1.3977692327118998,2.0721013251612845,4.488715408296535,7.189480711624374,82.3
1.3082917695957137,1.396960357805738,2.0985404030131285,4.267912913343643,7.348896924408196,81.5
1.315317833985079,1.399852319946073,2.0856356176711084,4.6922702639709,7.677758941319795,81.6
1.3114370683741252,1.4023831924400785,2.090151754218391,4.213658953711481,7.535104575628827,79.7
1.3158492324167257,1.4050179123529916,2.092037397127486,4.696043903345327,8.000030359415351,77.9
1.327851935887918,1.4108871186138667,2.096952945257655,4.292624241701746,6.253216242552506,77.9
1.3156820122841366,1.4113135591613792,2.1180301119216707,4.733256704922063,6.619826263321878,77.9
1.3071182129311703,1.4057082903620028,2.118589022799175,4.461326344212569,6.732604207705153,78.4
1.3133263150812877,1.409949850008171,2.1162388696677685,4.785805116993487,7.504184812955022,78.4
1.322252523512958,1.4092293211588323,2.1068686492427244,4.56028015214628,6.677898929499372,78.4
1.3142301872300455,1.40731200450722,2.118544051783997,4.787189158743986,7.566251181073133,79.5
1.3136341606006559,1.409421353889935,2.1042372416670916,4.820531966302388,7.683741510342851,80.2
1.3120768954611182,1.409223278345595,2.104902568252618,4.725432128764662,7.034442486716541,79.6
1.3124446367527658,1.4083336941968785,2.107787235482285,4.79765413167885,6.8155734296263075,77.9
1.3126315915074331,1.4094986974158386,2.1208826378099657,4.8636818597413916,7.395198684192113,78.0
1.3138310554527617,1.408541988251466,2.128625524692101,4.860155763483662,7.6762777838260225,79.5
1.3161730030376344,1.4100932270619362,2.1242933814854004,4.596461794369313,6.696424707315503,79.7
1.3159667690585501,1.4108879861754495,2.159542104400117,4.485982765079526,5.893073838839571,79.7
1.3122149436905604,1.4102905828811416,2.117897012247951,4.9515509038385375,7.563353734202357,79.7
1.3141961995219864,1.4126579829866217,2.148804081406763,4.918357491560365,7.471375354886687,80.5
1.3184975283890443,1.4127823224763503,2.155959793988259,4.361134064451365,7.3325556794427635,81.3
1.3162033060758402,1.4163453639470733,2.124590395681544,4.803472040800128,7.244281257763081,83.0
1.317666360358888,1.4157259821368504,2.1239966836179898,4.7567957898149045,6.649077605462752,83.8
1.3205999451353017,1.4163986423005546,2.144666945339748,4.686038866909595,6.768673884290066,84.3
1.3247338977020597,1.4184981517648612,2.140953727071319,4.7113731679135915,7.171226859250319,85.5
1.31806672851158,1.4184926175430463,2.131519370426953,4.789800814028716,7.6075528746197385,86.0
1.3266498976111614,1.4192944954144995,2.1620732740682223,4.346723025133281,7.543837239655146,86.0
1.325586495887295,1.420269502614212,2.153142560414788,4.850465757750333,7.188319749400403,87.2
1.3269994273294166,1.4193462291068504,2.1895623406689797,4.75400592562778,6.9124055524295995,88.1
1.330391927204165,1.4220720940148774,2.1361887319028114,4.432599919878696,7.625385409230235,87.0
1.3291934852794005,1.4237013312235256,2.1486525980773545,4.677314967673585,7.793369732699703,87.0
1.3235029483080167,1.4252910881436496,2.1364821711164677,4.724713335858939,6.66458623593082,87.6
1.3398318749347238,1.4264177217283782,2.1617793658220537,4.602825538089948,7.295325824816506,88.1
1.3439068544122468,1.429144399151213,2.157861861866722,4.851371028041772,6.34227792626675,87.9
1.3404004532731952,1.432120031033657,2.14741960111359,4.715753545486738,7.318948288600377,87.9
1.343579328516573,1.432016948983387,2.168765858795091,4.791234073997372,6.122554501656367,87.9
1.3403389288871315,1.435448731018412,2.1575179855347053,4.8229104335792385,7.261359090263658,87.3
1.3515193656506257,1.4360420917111563,2.1772131953764053,4.230216464172163,7.290177737783443,87.3
1.3421723063118496,1.4377171424158612,2.166778403315756,4.4029539001885984,6.865304110905287,87.0
1.3478529766212453,1.43835045940805,2.172098537671605,4.517591472446735,7.799435923861832,87.7
1.3490459760712523,1.4385684861653196,2.186568298399971,4.682192929334819,6.462955700876022,87.8
1.3500900775477096,1.4395125314903903,2.165654577012627,4.624903651018566,6.513133780318943,88.6
1.3452193406972965,1.4419704372096587,2.182115424424888,4.446284149886649,7.076566566023113,88.6
1.3478661925085818,1.4416836343286696,2.1683065143180382,4.645762636171858,7.6604545027947815,89.1
1.3543233253076168,1.442877259195265,2.1513130733478167,4.688495433095214,7.003434527652679,88.7
1.354563672742924,1.44641826101989,2.1523372385330037,4.694636788102107,6.628529913229641,88.8
1.358863521809925,1.4429389852269203,2.1798112651512227,4.122290662170265,7.056363133512484,90.6
1.399077265165698,1.4341844037582578,2.1606125680360893,4.567010188447467,6.858648921478373,91.0
1.2549599831961857,1.415282424396089,2.11377265148809,5.313532628273831,5.807864871728805,91.1
1.4396743742523674,1.4412863014357709,2.3077186043786178,5.7214130713080715,6.71849654697953,91.1
1.5663152479978708,1.9325545900920866,3.0180488507280887,6.1307029915939655,6.920837503932556,91.1
1.7306967898555314,1.97325764182457,2.925188134173665,4.852081004854718,5.572652333796035,91.1
1.7948754367453095,1.972241106587913,2.941862847341695,5.7578065250767585,6.724193672807308,91.1
1.7962852848660575,1.9482528070783256,2.9609566078818603,5.516470789138828,6.110079653809772,91.1
1.791889638250953,1.9484738571271405,2.793201342877433,5.773645732301981,6.594282730451744,91.1
1.7722839589802717,1.9504868732018603,2.9472976987889297,5.761837148005066,5.723972820866728,90.1
1.7435624199934696,1.9584946806649233,2.924032185029395,5.595308633605695,5.189043900560914,90.1
1.8158478844208046,1.9473671716827996,2.850792466840269,5.240356901768026,6.558910234813088,90.1
1.6913391559133701,1.968560128018714,2.831070343192375,5.770343493283405,6.0266500211272405,90.3
1.644790153021293,1.9141527688178017,2.922488586297904,5.024330569199005,5.8434154119388015,90.1
1.7590556757376452,1.7413860119563396,2.789309703583273,5.669971754410844,6.031797265641081,89.8
1.7342752370839254,2.1741879782448996,2.853940342962266,5.416072452598102,6.703605381699997,90.7
1.708941567557205,2.1713205293783795,2.8375817224189626,5.9902092945846634,8.203063767678177,90.8
1.852960421278291,2.120254917740337,2.897723649025231,5.5050101024662785,9.4910397191708,90.8
1.7524083987067383,2.17762612637559,2.844194974360163,5.823472237522706,8.901520986031468,90.3
1.868594888427631,2.1761376037739133,2.7766114066196024,5.508248526788318,7.603939036862883,90.6
1.8107885484608708,2.181863286276474,2.8375045852277654,6.769604610687585,9.159510426023328,90.9
1.7538852920762333,2.196609022789459,2.8302022571122962,5.134318011002735,8.812012484555513,91.9
1.7732193236616507,2.1989287585701067,2.8270328599722743,5.830320938332685,8.065003086634496,92.3
1.82610827479781,2.166421672852166,2.8260008428868053,6.321972653689724,8.256163702603008,91.9
1.7901012289973932,2.18330209100217,2.72469971191762,5.3803511191632225,8.082703821864829,92.9
1.7398911604047655,2.192647152401088,2.7169479797903975,5.345859770838621,8.858081055127077,92.3
1.7552552028185353,2.1965704316645214,2.7860781141474376,5.517762072846827,8.43605442099933,93.1
1.7656480912062051,2.1307221169924717,2.6873505767646875,6.153763328997147,9.127559919291654,92.2
1.8009212403948804,2.1164766029279494,2.816410348693122,4.863562962064841,8.16144734024813,92.2
1.8158240722790502,2.168376499344092,2.798920961053645,6.5983069971065955,6.257725784264163,92.2
1.8058850875121677,2.1825028796676667,2.724587350176102,5.685226303323457,6.82253595762557,92.2
1.777734312718188,2.1554927420002543,2.7783008783043464,6.274384335569295,6.451219607749812,92.4
1.8609926169971467,2.1620423781928606,2.7344299458136456,5.550255233197641,7.148834702524035,91.7
1.8333377724421882,2.1583334371774145,2.729093116437232,5.474852643583169,7.018669692641105,91.6
1.721336726337958,2.1458147947052697,2.630544264555717,6.198830916647308,7.778322186669522,91.1
1.908865449429775,2.1621961062551804,2.67104184558133,5.116551980740481,6.51444483765374,90.6
1.7799598576000135,2.159588206154087,2.6277262159997363,4.933500293883341,5.676604848946493,88.3
1.9272311671480964,2.1383210765702216,2.6328256566452,5.093277899521842,7.884274756827827,86.7
1.899893887206077,2.068818028672268,2.609003127141487,5.424746144852702,5.9184280868728125,86.2
1.946291380009453,2.063157600525833,2.6329030360006014,4.870264592514333,8.090298517248618,86.1
1.8607308556297095,2.091448067538131,2.63257352284578,5.513509123290172,5.903318835929382,86.6
1.7670035232917278,2.1091622767173672,2.5628066930694864,5.860179734428034,7.419519381476886,86.6
1.7788709105559313,2.0027027785446414,2.4416521238601567,5.177320632368596,5.621386047410032,86.6
1.8826631452475286,2.0917069069329015,2.5139752559590938,5.970595482879374,4.978242961111807,86.6
1.7966545460652315,2.0534280824844755,2.5621778536196005,5.188602724876468,6.202825198551126,86.6
1.811458241444064,2.0921007704046692,2.4119473702390493,4.932966448324948,6.307810024444174,86.7
1.832231405416062,2.053923078598267,2.5175804149104026,5.106029411186644,5.6465792134049115,86.8
1.9060494156025796,2.03992385436802,2.3764617548661797,5.545833758387556,4.98908538436445,87.1
1.798629199212503,1.9940252044357463,2.345278656685072,4.519478193872517,6.616329397408904,86.3
1.8381514868608015,2.0851554044780083,2.331276933402248,5.11662002248004,5.756389475587369,86.4
1.882782175713634,2.0409403672015114,2.4321181506179523,5.080515320467182,5.432078513376756,86.3
1.8766941098260246,2.0038071231523893,2.390242315205019,4.701651380926332,5.828838673443046,86.0
1.8407140417140444,2.0809292885249,2.3443913451944485,4.00745071895795,5.818555967035179,85.7
1.8532168162917024,2.072533880491797,2.3797041916449593,4.362522791778585,6.049449509593581,85.6
1.7430017150855208,2.006565483603386,2.3873307670087396,4.360393005471681,5.363961717149373,85.6
1.8670847060693805,2.014056463560445,2.370409150858919,4.631967963363051,5.823013890848162,85.5
1.906277449939966,2.0371333411793944,2.311947250348378,4.59792482656828,4.913067750570477,85.4
1.7377465223041986,1.8937703453075663,2.3638139416211894,4.14014122948402,5.081240852915969,85.4
1.7000624283535368,2.052817664494452,2.328744699254066,4.701668499858046,5.364155300781093,85.3
1.7110440648665894,2.0319524930107247,2.3735956022215485,4.1856881165905335,5.230936907509364,85.3
1.80930192984553,2.0109886683126175,2.3169522661521382,4.5645237057104655,5.0347129016253565,85.0
1.757849467992461,2.027185694082087,2.351049486112882,4.195349194839171,5.312058930074903,85.0
1.6598786601128637,2.4493184807216464,3.5285956563536667,4.859133598770774,4.8848846735141365,84.2
1.812162185089363,2.4462016409073337,3.760447423187567,4.409073519445864,5.161840724523075,83.9
1.6742746960808281,2.4810840934535774,3.8747614735951923,4.297729247175049,4.923384908292418,83.9
1.829536507666253,2.5816262461055373,3.7172026765882693,4.1720006625770125,4.769596715889909,83.6
1.6422627851909852,2.4792630980204016,3.5511734097758043,4.056561038120373,4.4841504707513495,84.3
1.8025014996762996,2.5435855936070677,3.1575417050261776,4.269071978355521,4.611230468894571,84.0
1.7147401812617244,2.542728396703435,3.801187826863817,4.1877504157240315,4.091006259909988,84.0
1.7984392123570256,2.4726061015698497,3.643904468070934,4.027906952674171,4.125987590462883,84.0
1.814799756420189,2.6802514676933695,3.65129815133556,4.058633513143114,4.578875848600821,84.0
1.7689740845287334,2.6703310901292583,3.4908400144258884,4.510915879414807,3.8484640868313194,83.7
1.7386727426671713,2.662753669274809,3.6886560672756827,4.035116522144338,4.213780801354699,83.7
1.7006770375576428,2.504336165174071,3.321619358285637,3.2659358109219894,4.41239985773838,84.1
1.8652696088461131,2.481911935866526,3.826968238560651,4.21164003657002,4.502499903568685,83.8
1.6766163303256307,2.4806500037240347,3.5729962671723507,3.8449922898260565,3.9916553173892786,83.7
1.7804282488985177,2.773920188644477,3.8415226798020345,3.630941302722842,3.7817730231076117,83.7
1.7249821170727395,2.7106261657143196,3.7689359561658886,3.6019503400142487,3.7522645867760613,82.9
1.6912926701472466,2.4941399609436323,4.104880389067767,3.800408265799006,3.802912770130688,82.6
1.698269921485956,2.3809796012504254,3.9280048528982903,3.6927277133366916,3.5575404471505356,82.5
1.6890579029389046,2.459285322980624,3.925609986409133,3.6101868938268997,3.2528497213893797,82.5
1.8264595807490274,2.4943611313978966,3.7377040889732163,3.445229208566647,3.867341399151905,82.3
1.7964754346273466,2.612225776838788,3.8823441869553497,3.216281393612223,3.448249426415241,82.3
1.809966197856626,2.485321146400625,3.738709521048679,3.5495106414870454,3.543339266154728,82.3
1.8245687735630496,2.659922933942238,3.6517496813089863,3.242509948779512,3.434391169033155,82.3
1.7701169569830764,2.509721469812655,3.3706367961489914,3.3573479043778764,3.277775396905079,82.3
1.7931091871386595,2.6369857092712494,3.412235886590494,3.0419617321972017,2.869416850888709,82.3
1.7971746733001501,2.6986097154609676,3.8864303869235988,3.0425888343428267,3.3915717212240724,82.3
1.758544448359264,2.7089918535797897,3.5245129610076567,2.726569744897921,3.227947363624131,81.3
1.775990516460384,2.765778248201939,3.7629798005982718,3.448109427182595,3.1385814268752807,80.4
1.7776259596111683,2.74635097752529,3.7296342355555843,3.843090197994211,3.392367195764021,80.0
1.6627462953519705,2.5103751960346505,3.8386341227431267,4.357598189850711,3.46188407032897,80.0
1.788722835138429,2.7337683457244615,3.93994514714312,4.104886876332224,3.79776327777891,80.0
1.6636587749599658,2.5263528872871146,3.763689437153746,4.645971693835401,3.517954570264037,79.9
1.6496661066346343,2.4350960346822936,3.956820734839279,5.0798158494198375,3.4547744878754023,79.9
1.6842381359190792,2.7678440820853427,3.944192530311684,4.733928866351071,4.378606657784966,79.9
1.6473419383754095,2.6773798634865233,3.9295430512508545,5.435715000914722,6.362441078163224,79.7
1.7730045231256173,2.662946705471544,3.9417096917005052,5.377953027425772,7.560902496972959,79.6
1.767946533323676,2.600256705852036,3.96089703031283,5.667255113516307,8.776837616729376,79.5
