Perment_mode0,Perment_mode1,Perment_mode2,Perment_mode3,Perment_mode4,BIS
1.9575283052263348,1.8595479270566218,2.2861371937787456,2.445111425998745,2.578944047794203,83.6
1.9643506914218718,1.8608418640656277,2.2853486038698563,2.4456521798942035,2.5790498274301505,83.9
1.9686946503007938,1.8608988807680311,2.286133808917601,2.4451346157762757,2.57891596549256,83.6
1.9755262257341288,1.860911493830797,2.2871888421983035,2.445140611804388,2.57881688789634,84.1
1.9786696255834202,1.8631798191465134,2.2871906241651074,2.444775484337466,2.578684788666932,85.4
1.9881070006015853,1.864076589869902,2.286643579861951,2.445310851549416,2.578493599966726,85.7
1.9873600382392524,1.8645055478886983,2.287155026365335,2.445093593440157,2.578244344625033,86.0
1.9846229575445509,1.8653941031052756,2.286621237511536,2.4449448649232943,2.5781376811224375,85.3
1.990924756675933,1.8671401559802243,2.285555457464695,2.445330282330631,2.5781832295973057,85.2
1.994418463139513,1.8689012632511377,2.2847733596434923,2.445145559104876,2.578028174442615,83.9
1.9916364611146156,1.8711270146257517,2.2845505963642707,2.4453318032383216,2.5779022956763313,83.5
2.002927287820067,1.8768645233397883,2.2858296012015287,2.4463947584347165,2.578081699953901,83.3
2.0032963303901354,1.8777237816088155,2.28559751323487,2.4469198481347085,2.577981112001197,83.3
2.01016555919181,1.8764179968602468,2.2850778510310343,2.4454938312748427,2.577983395882639,83.3
2.01058296163363,1.8755493437891608,2.2864067159536203,2.445836015994586,2.577680817530882,83.5
2.0063753002708684,1.8738083568466686,2.2864018558014076,2.4454609699625727,2.577792115471209,83.8
2.0134762262834673,1.8751306697539807,2.2850919526974214,2.4452852360812756,2.577781343265496,83.7
2.019221108356122,1.8764276899828873,2.2842959151585425,2.4450617898358273,2.5779473334668848,83.8
2.0215680907681897,1.8759973131767,2.2848225207037816,2.445550244789512,2.577858060472174,83.6
2.023414586662738,1.8768634795547219,2.2848109261128555,2.4455515033966413,2.5781064493709636,83.4
2.027235976173503,1.8777234283658024,2.2853033043880053,2.4457117254146534,2.577899756617449,83.3
2.0301612045681634,1.8777111864631701,2.284782652669484,2.446076106338327,2.577946616309467,83.8
2.034164159298326,1.8777294768822692,2.2852606433729576,2.4453032756411965,2.5781277254339985,83.8
2.0365564299154473,1.878603390477413,2.2847061220669174,2.444834184354522,2.577926444249292,84.6
2.0370361072968373,1.8768354125872007,2.2851675039388444,2.4448334328883634,2.5782505255534085,84.9
2.038657751466568,1.875516077378478,2.2851189260596754,2.444984610554108,2.57825088012135,85.0
2.0324668901055274,1.875033878615187,2.2852560034569875,2.4453774820903376,2.578280885296767,85.2
2.0223438729018186,1.8754688797812658,2.2838714915556566,2.445374078731975,2.5784690766096143,85.6
2.017051789281881,1.8741715797169047,2.2838889259290056,2.4457325868017845,2.5786172495080915,85.9
2.0059068304447263,1.8723215028984348,2.2836188022103494,2.445142758229941,2.578626423802207,86.0
1.998229207324727,1.8714356897512763,2.2831483847382206,2.444812371311886,2.578636144566247,86.0
1.992441805822309,1.8719190984374738,2.2836716839465208,2.444658807777624,2.5784734434753083,85.9
1.982802180898315,1.8706285124482642,2.2841962146402492,2.4444460014640153,2.5784256921230666,86.3
1.9756438865132846,1.87188620430903,2.2841168848431166,2.444603668019145,2.5785648718372016,86.9
1.964900229590255,1.8718799970036255,2.2840520059256124,2.4443812176121176,2.5785937267844,86.9
1.9530311412069425,1.8736443962632325,2.284612552317276,2.443998780500301,2.578494932581235,86.7
1.9524319156090155,1.8710389920984098,2.284375403545336,2.4443590572612104,2.578667275473012,87.2
1.9538039017007145,1.8727274890520882,2.2851698198964163,2.4447416841200966,2.578835689570327,87.4
1.9520392131551767,1.8740280186049225,2.2849589478317207,2.4448685052296044,2.578750720075116,87.3
1.9542967198560626,1.874473732906225,2.285240182037842,2.4453802790654224,2.5786239146980887,86.8
1.961546149599057,1.875372818349152,2.284986776839717,2.445017289153137,2.578525434131094,86.9
1.9552929349731225,1.8749320437169261,2.2837779676520813,2.4448831538093967,2.5784775034140024,87.2
