svd_mode0,svd_mode1,svd_mode2,svd_mode3,svd_mode4,BIS
0.14474725027100266,1.0070853703392464,1.272128711911337,1.2801923436509495,1.1734552070278932,91.8
0.1503102211010588,1.0066740756495327,1.2702195124015516,1.2801530554980263,1.1733845378571068,91.8
0.15869329577787933,1.0037271699099386,1.270412551582624,1.276624256335735,1.1755778149548992,91.8
0.167056149709918,0.9999006557048322,1.2705649528027276,1.2766311834055915,1.175883880989859,91.8
0.17414760466020093,1.0005830853247732,1.2706868855557634,1.2772386439891084,1.176240011151469,91.8
0.18152536407165848,0.997223722716051,1.270909631551533,1.2773947158848675,1.176521825076413,91.8
0.18988409014044338,0.9954409652925098,1.2710664940582657,1.2780328974684787,1.176959658527718,90.7
0.19347335444627103,0.9958748827093384,1.2712434082713324,1.2771968557718523,1.1771109913858104,89.8
0.19680011468113548,0.997866436831893,1.2697708272730002,1.2791595836566028,1.1779702744705833,93.6
0.19762551469734385,0.9980969228554613,1.2697209843161579,1.2793202946167286,1.1781271842168308,94.2
0.1982955037377464,0.9977610363317506,1.2697589923416497,1.2801209848928439,1.1778722297630944,94.7
0.20007645866292748,0.9963629480116507,1.2692669094610018,1.2830709296792162,1.1802506561236676,96.7
0.20112876483893866,0.9971955333151876,1.2666099043656485,1.282747458538934,1.1796928845184744,96.7
0.20510698361621982,0.9986087085427986,1.2661521304858345,1.282143290807399,1.1796203770349,96.1
0.2046240692242713,0.9986223987208103,1.265923607525083,1.2817547618911505,1.17977822989196,96.1
0.21096011426500333,0.9990588770753681,1.2661592885974624,1.281576677533968,1.179311057129173,96.1
0.2105971835449336,0.9956264936039241,1.2684453976554193,1.2819766139829918,1.1801149071474408,96.1
0.20466829989502325,0.9935156406121434,1.2707691766315505,1.282858587789175,1.1812288943827551,96.1
0.20208906431812976,0.9936084959962025,1.2711212265958745,1.284221539047865,1.1816312926770254,96.1
0.1982998587357042,0.9931620899392535,1.271430930827747,1.2849180826530666,1.1823775299768358,96.1
0.19943465639029684,0.9970221708787645,1.263245611028497,1.273884704631435,1.1841259571290739,96.1
0.20085873707942184,0.9959835789203404,1.2607740338591458,1.277196926226086,1.184052066078595,95.8
0.20048293089044306,0.9954948134960598,1.2632524737274247,1.2781338075201791,1.1843690015183184,96.5
0.19986993686795562,0.9957756198939979,1.2634526196284555,1.2777303382626108,1.1843100813052696,97.1
0.20067849859543105,0.9948331392397353,1.2630088610121104,1.2778232491825658,1.1848369838428228,97.2
0.19911807449514562,0.9946572243227331,1.2627237756636054,1.2775565962935926,1.1848132801811437,97.6
0.19796685809075174,0.9976837124083213,1.2602592948841778,1.2761279043013674,1.1850764314762543,97.4
0.1991616283728232,0.9947230384548913,1.2621474989054486,1.2752438790611853,1.1830784096462628,97.2
0.1975738929083566,0.9943368179999892,1.2615766411913492,1.2764784305855323,1.1833546917702822,97.2
0.19848683828642194,0.9938242781374879,1.2617309137999095,1.2759945383124374,1.1833016168546788,97.2
0.1987875763077048,0.9942504070422779,1.2577357098135613,1.274067605735261,1.1829688881420002,97.2
0.19911734403255782,0.9942015312247066,1.2578788144945863,1.2737376708603998,1.1837481969027663,97.2
0.19849183572339332,0.9936877427634445,1.257440292270291,1.2729697321122526,1.1832942402207407,97.2
0.1986527825229658,0.9956800432970466,1.250856224478352,1.2738250985652513,1.1852264899634752,97.1
0.19856220512951886,0.9943052286978645,1.2511701243014952,1.2742067389596594,1.1827153943023878,97.1
0.1986475220644101,0.9939641395491935,1.2511935900694378,1.2741504589832973,1.1826645002159593,97.1
0.1990071862144965,0.9931962668626036,1.2511369230774791,1.2737991753721585,1.1826728205099022,97.1
0.1988813691895598,0.9915882507798488,1.2512409296569214,1.2741496691366805,1.1828079939089955,97.1
0.19915887341234417,0.9899402966872283,1.25130732946745,1.2739331896311679,1.1834109470853411,97.1
0.19981126181975428,0.9891091019930058,1.2512771963317775,1.2738904069664545,1.184331830496314,97.1
0.1994192629471384,0.9886933911120965,1.2511021333210268,1.2734908378936407,1.183855727159789,97.1
0.19754410524751767,0.9890556739266554,1.2510396419471441,1.2734656962586746,1.1839477853488385,97.1
0.19724565159107907,0.9889580860732554,1.2508851664955032,1.2733842532614934,1.1838508404725974,95.6
0.197527455878245,0.9888555440452854,1.2507215471443862,1.273479877027932,1.1838470122726643,95.6
0.2004132963343679,0.9894101979342311,1.25071871426077,1.2736905664283094,1.1841388101350474,95.6
0.20103103468367864,0.9898092748104584,1.2511446278288805,1.2738142895333764,1.1837391184697914,95.6
0.20121561817943057,0.991561517168366,1.249113644506966,1.2739329209759913,1.1823405246435617,95.6
0.20211218784361415,0.9917272729389932,1.2490527841037768,1.2740911912619948,1.1824361193172943,95.6
0.20308889610289807,0.9901908148010351,1.2496802294172964,1.2742835285210747,1.1827914896170624,95.6
0.20275082954492177,0.9904133080723431,1.2495450264639612,1.2742694889886619,1.1829361375996745,95.6
0.2032701951031371,0.9912358154493599,1.2500380160194724,1.2742971777255105,1.1839324173261205,95.6
0.20320454580524466,0.9919149667476962,1.2486427831797708,1.2741890838227792,1.1828201049699734,95.6
0.20341909350419768,0.9919885101544909,1.248360428961717,1.273475094843884,1.1831270159173541,95.6
0.20323331750129717,0.9915000889224246,1.2479145246765533,1.2731452655214257,1.1826252519335438,95.6
0.20308169493707667,0.9904631546957968,1.246209722800714,1.2736568511663646,1.1873839707844047,95.6
0.20556615705115266,0.9878494450381204,1.2483685705491359,1.2738317881228098,1.1938647349820983,95.6
0.2058743341642038,0.9904662440099233,1.253217485735027,1.2759335363196276,1.1977644108880638,95.6
0.20519652303787012,0.9921829876977926,1.2538239966484244,1.2758050857555512,1.1901851612017893,95.6
0.20440611299019767,0.9919511684731754,1.2539623814133916,1.2755994441791594,1.1903951226224025,95.6
0.20349387643953393,0.9926859548964713,1.2538582043705813,1.2756566118393853,1.19031977290782,95.6
0.20323860415904194,0.9926558069299959,1.2537251191347596,1.2756258903388284,1.1903374047095006,95.6
0.2028228926499473,0.9937001969177784,1.2534954093926995,1.275449559381011,1.1903222505858653,95.6
0.20192776434927787,0.9953344952615342,1.2533591837634017,1.2753871880465932,1.1901766307603787,95.6
0.203205356874276,0.9949110037683166,1.2533427978211804,1.2755041954609916,1.190096374925945,95.6
0.20122342846375285,0.9925121974718013,1.2536265382681968,1.2743788607965594,1.190813307500082,95.0
0.20226720237716178,0.9914393382514594,1.2538684484324278,1.2745887725603415,1.1910098445124873,95.0
0.20351590702912825,0.9911390032638832,1.254197955472857,1.2745614866080113,1.1915229804400713,95.0
0.2012186033306419,0.9908270224561159,1.254387145100526,1.274688888282308,1.191737820415136,95.0
0.19928828124430795,0.9909248778547302,1.2545176189686844,1.2747292143749398,1.1918277508306607,95.6
0.19866941495680082,0.9911936047679268,1.2545825935377062,1.2747475288694177,1.1918584715901819,97.1
0.19873463242576495,0.9917138378855845,1.2544623540299689,1.2747035241956217,1.1916621839617876,97.1
0.19764723048022534,0.9925337925089606,1.2543186860414226,1.2746368273334885,1.191928088174851,97.1
0.19695453113076541,0.994665901402835,1.2537966135009635,1.2744341573594988,1.1916959947594892,97.1
0.2005866252997324,0.9949447138590335,1.2534785167019566,1.274316119333112,1.1914964787752593,97.1
0.20342145525340696,0.9935686142511228,1.2535904541974165,1.2742289624717205,1.1915521407903205,97.1
0.20807338690278102,0.9923430334531504,1.2536611570968033,1.2741230237990777,1.1914368379253197,97.1
0.20746883844002323,0.9884741709415246,1.2555400384883677,1.2800492832194932,1.1909100220141093,97.1
0.2063024229880216,0.9890228967448609,1.256716131721649,1.2775271255156093,1.192081895744665,97.2
0.2076961560040313,0.9879588097977627,1.2567616860181787,1.2773027276498217,1.191578054457728,97.3
0.20956533096448474,0.9865563390020436,1.2567401737697843,1.2773062532142623,1.191569644522922,97.3
0.2093724983389758,0.9871509931596689,1.2566932319287605,1.2772231767463504,1.191447187888554,97.3
0.21079407411818968,0.9879192075328025,1.256686015685292,1.277430908414385,1.1913916410484848,97.3
0.21389140256955494,0.9857516419063082,1.2588950037326838,1.2782136552535959,1.1914164498604698,97.2
0.20728656705932497,0.9883126674749847,1.2539061611582933,1.2794148205868379,1.1922592677594923,97.1
0.2074650387343232,0.9911477725142379,1.2467082205426798,1.2751789438318486,1.1933312640026033,96.8
0.2068165509370988,0.9933702511749536,1.2489036503134399,1.2749388230716443,1.1797196806798727,96.8
0.20687732903640044,0.9936069358087503,1.2522637148763103,1.2761947829614388,1.1797738892129037,96.8
0.2078012077240273,0.993725024879242,1.2526318396504932,1.2758299723368054,1.1797383085458186,96.8
0.20468232277174325,0.9937956377406839,1.2525853546562926,1.2757620850563491,1.1796565675903243,96.4
0.20439383431002794,0.9928720714156423,1.259166996690732,1.275912515826405,1.1780347992526017,96.7
0.2046397302559963,0.9947697474703328,1.2589250598181758,1.2755985427570795,1.179932530040051,97.1
0.20442819312236724,0.9950395085617546,1.2588897953792506,1.275364438762421,1.180002963419783,97.1
0.20412266386674138,0.9959370636860925,1.2588366205089168,1.2752960508423097,1.179822978633529,97.1
0.20476303160522935,0.9984581655990591,1.2588123124020003,1.2751227572584796,1.1794415891091685,97.1
0.20476310287751584,1.0006980924372202,1.258356605132029,1.2749346346080332,1.1792929439480853,97.1
0.20470861465302803,1.0013244915036241,1.2586580271598968,1.274760763632787,1.1797375565909167,96.9
0.2053380364046279,1.001871235049849,1.2587129185271828,1.2747822282812773,1.1797417168823179,97.1
0.2059276869719073,1.00112110730901,1.2586163446783434,1.2747318465739594,1.1797490937963022,97.2
0.20631505356175195,1.0007866702565908,1.2587823820453652,1.274689639921351,1.1794422852810489,97.2
0.20653272619530835,1.0017598409273603,1.2587965043252491,1.2745993988306745,1.1793601261858147,97.1
0.20647778520545823,1.0024036652890267,1.2586890239220212,1.2738247964152607,1.1782958466603994,97.1
0.20562971562292573,1.002632104020008,1.258536134667053,1.2720294578418547,1.1789330811014143,97.1
0.20527605548261552,1.0009927611166998,1.261145095470282,1.2716294370836914,1.1799718262102104,97.1
0.20437502074187772,1.0003353761548297,1.2612190729236754,1.2714904950348576,1.1799564055583505,97.1
0.20129720342907353,1.0016563253817323,1.2611050902439287,1.271267273855624,1.1796191671927863,97.1
0.20666419091712107,0.9985384119423548,1.2616565779718447,1.2714496036437357,1.179861536004749,97.1
0.2067539418840435,0.9976080675868911,1.2617759834640174,1.2708450460497758,1.1789929360268514,97.1
0.20657051825957873,0.9963010641241298,1.2638833816695467,1.2703835228875402,1.1793217674836116,97.1
0.2062499538409203,0.996543569634,1.2645668678570972,1.2713725223944414,1.1792641419565286,97.1
0.2065485587036921,0.9963074886164676,1.2647343942734957,1.2714651858193764,1.179294809217578,97.1
0.20676992201543049,0.9964272425650381,1.2652060407538497,1.2715988370290345,1.179412145267625,97.1
0.20220967699559378,0.9993074301570338,1.264794574371975,1.271471285331082,1.179162726056206,97.1
0.20187619729021072,0.996059355157471,1.2572928891399067,1.270712150211805,1.1697475432949087,97.1
0.20002528514818457,0.9955238530169528,1.2563259341538517,1.26754424728828,1.1745507084219036,97.2
0.2005214992734648,0.9946209529517276,1.2558843246164746,1.2678427568847046,1.1743197153025307,97.2
0.20045721037811898,0.995528038941121,1.25578823233151,1.2678789766449259,1.1742944684585324,97.2
0.19946749391783636,0.9960370024105437,1.2562736821561113,1.2681101698994528,1.1740351115910337,97.2
0.1997999327636603,0.9962864834344439,1.2576141905455924,1.266446857630628,1.175681498091238,97.2
0.20060619294637977,0.9975972603762864,1.2568799286450858,1.2651165811033307,1.1747155248758354,97.2
0.2004428518667245,0.9981946837697491,1.2576004374983598,1.265105037841863,1.1749707876296323,97.3
0.20305605496597737,0.9991485315713836,1.257024199524557,1.265039278948809,1.1749303314409036,97.4
0.2018522890847873,1.0009028232624018,1.2566542365064688,1.265147714184513,1.1748991370922774,97.3
0.19979617588357151,1.0022706900598508,1.2565262029705415,1.2649788625842144,1.1746633213096547,97.4
0.20441019720773557,1.0053226704245142,1.2567122120979288,1.2679682727426886,1.1746480171315332,97.4
0.21004939109015858,1.006036943443842,1.2565971987016333,1.2676455871287975,1.1743491114073823,97.4
0.2114914355043748,1.006391722271237,1.256653427487965,1.2645503884712639,1.174821961811542,97.4
0.21122732794172336,1.0070118397898133,1.2567921960438277,1.264450223270405,1.1746604037301944,97.4
0.2109731281502867,1.0070749549232132,1.256538558220134,1.2645748559306798,1.1745878588838459,97.4
0.21098101381824758,1.0085993580831574,1.2564967115155925,1.2644509992227877,1.1745163614200855,97.5
0.21075183605277964,1.0085471458701285,1.2570102429837886,1.264380934945993,1.1747936879127205,97.4
0.2090494299922218,1.0103922925304003,1.2569500815718078,1.264253888503157,1.1747575675540123,97.4
0.20605188431110277,1.0174006080802718,1.2586618673979295,1.2641705448879628,1.1766404696808943,97.4
0.20785024678533645,1.0169637573378179,1.2587559378761357,1.2642242399916754,1.1767240554162794,97.5
0.20674139204273229,1.0169628748864794,1.2589514329262423,1.2641929044448024,1.1767308036147106,97.4
0.20493440929348145,1.0181627167524343,1.2588048114294152,1.2641681493073922,1.1767593751589356,97.4
0.20261139664064465,1.0192877744141362,1.2586294553976838,1.2642496998783503,1.176856917914962,97.4
0.20265925097733078,1.0188877771236289,1.2584376601714085,1.2641218344080334,1.176889987783653,97.5
0.20346788820625022,1.0182193985666816,1.2584519350368797,1.264237484746389,1.1770363251509515,97.5
0.1984073373984857,1.0193556259692214,1.2583820299294373,1.2643580793230265,1.1770700500482822,97.5
0.20832290844246845,1.0190385404726816,1.2611432063379122,1.2634745928768525,1.177791588264924,97.5
0.20908898784948568,1.016455450361193,1.2673626764475712,1.2647660143247785,1.1743433412956965,97.6
0.20878475291788462,1.0154024187135502,1.2684165265604308,1.2635179047832321,1.1884519712859287,97.5
0.20849117765261474,1.014793439309848,1.2673538323964055,1.2630585446861788,1.187777313289999,97.5
0.23649800855088393,0.9845820801291142,1.2732595330728815,1.267241868233712,1.1912972012945102,97.5
0.1357927455724958,0.9830973500803679,1.2688864544457794,1.266656702638247,1.191731655039575,97.5
0.14252265086087618,0.9828516871164232,1.2687410746503784,1.2670093384119463,1.192778936127838,97.5
0.14251932503185544,0.9836143947424704,1.2641954172536383,1.2668439827962716,1.1857453487429566,97.5
0.1424286648420314,0.9838171277521591,1.263868745572475,1.2660469052239116,1.1857017098243834,97.5
0.14231675524590268,0.9839763511055587,1.2639646210663988,1.2659628844421933,1.1858973701585165,97.5
0.14207625238707802,0.9842109376035431,1.2642804124231228,1.2654215569229654,1.1861876573796901,97.5
0.14196453100929207,0.9842986322291649,1.2646266576169443,1.2655763722998414,1.1859851893841133,97.6
0.14154237811322024,0.9846331756711484,1.2644923656221325,1.2660047465438589,1.185487766037474,97.7
0.1413715441961118,0.9846896741460724,1.26400576764997,1.26531935900517,1.1846541707302465,97.7
0.14122450099015102,0.9850637428804028,1.2639587933658272,1.2650295560751834,1.1845602103926818,97.7
0.14107414220124656,0.9852334196117807,1.2639635696500615,1.2653611698474987,1.1849891046964394,97.7
0.14093666988343329,0.9854930222900662,1.2649958314383785,1.2658230954458765,1.183433134022543,97.7
0.14093033014112513,0.9863725058704795,1.2669225692752233,1.268177784506345,1.1844868433872815,97.7
0.1407109170421257,0.986405330796773,1.2662561821184142,1.2673562335675448,1.1833044791906853,97.7
0.14055659320824387,0.9867418780421331,1.266105050877702,1.2666801577860918,1.1830573861663791,97.7
0.14026486149572834,0.9874895313973296,1.2655526763554548,1.2668853798792843,1.183017297791759,97.7
0.1398089333402407,0.9883750039285143,1.265588093483243,1.2663592275036755,1.18310886071827,97.7
0.1383194881515694,0.9894811344273765,1.2653208286376858,1.2660757766252257,1.1828353126747475,97.7
0.13780731207687758,0.9896327336283829,1.2650288932063323,1.266333990108928,1.1827592653386865,97.7
0.13787089663772545,0.9901057583436934,1.2656279157192543,1.2666387095050093,1.1835073694684435,97.7
0.13786975640194965,0.9904630861005393,1.2659943977088122,1.266605611794903,1.183790986753098,97.7
0.1378601762741755,0.9907242323595746,1.266316577365219,1.2664986318398501,1.184068633981768,97.7
0.13775830638933748,0.9909033500317075,1.2663948007303634,1.2665629349987801,1.1840420757557164,97.7
0.13776160741740096,0.9911344037280158,1.2665427689047957,1.2660352468474585,1.1841809705348625,97.7
0.1370671301123126,0.9910312196479355,1.2684099650421705,1.265285719761192,1.1872207387923137,97.7
0.13709384757784276,0.9908952090159954,1.2684679505441792,1.266142342324315,1.187191584974514,97.7
0.136599093301905,0.9921791205191349,1.2689659914811375,1.2665342954602261,1.186772182356047,97.6
0.13654209391298858,0.9923369429464901,1.2684767966850914,1.2665276094769236,1.1863403337088985,97.6
0.13676793260901288,0.9927882041814828,1.2688656693025504,1.2664170133766417,1.1862222855505138,97.6
0.13649105523870267,0.9930497397108934,1.2688592994561467,1.267880297217126,1.1858767753636879,97.7
0.1359399975526095,0.9925746681454689,1.2698003999245895,1.2684720615298475,1.1875135189220223,97.7
0.13589922642055,0.992429043078555,1.2699031538793966,1.2682005680689776,1.1880197642239545,97.7
0.13591541591672404,0.9926733891976338,1.2705957538142127,1.2684349127797419,1.1886238949090977,97.7
0.1359012213945055,0.99287570650733,1.2706667427176144,1.2685946835812263,1.1885218144844194,97.7
0.13592298844964834,0.9933178097462726,1.2709370320982094,1.2693190679072952,1.18785115795219,97.7
0.1358786773349318,0.9927427642042064,1.271732326831809,1.2674148146385151,1.188172508021909,97.7
0.13589410181225636,0.9929759913900588,1.27230325016654,1.2674977367718738,1.1887512231431863,97.7
0.13587352319547918,0.9929065619474696,1.2730328399078983,1.2705876373227314,1.1892079914815998,97.7
0.13589436822070514,0.9928499289693764,1.2725764622283644,1.2705824258078553,1.189195199388934,97.7
0.1359822108733362,0.9934177921911053,1.2733447156226334,1.270139252293255,1.1883934166227077,97.7
0.13605087748910707,0.994079440921344,1.269904380240846,1.2703404913557044,1.1856605069406458,97.7
0.13592395108715488,0.9948761489763416,1.2695116578490877,1.269376718333733,1.1843249875134132,97.7
