Time,BIS/BIS
1.3247,0.0
2.3247,0.0
3.3247,0.0
4.3247,0.0
5.3247,0.0
6.3247,0.0
7.3247,0.0
8.3247,0.0
9.3247,0.0
10.3247,0.0
11.3247,0.0
12.3247,0.0
13.3247,0.0
14.3247,0.0
15.3247,0.0
16.3247,0.0
17.3247,0.0
18.3247,0.0
19.3247,0.0
20.3247,0.0
21.3247,0.0
22.3247,0.0
23.3247,0.0
24.3247,86.8
25.3247,89.0
26.3247,87.0
27.3247,86.8
28.3247,88.2
29.3247,88.7
30.3247,88.3
31.3247,87.6
32.3247,87.2
33.3247,87.4
34.3247,86.5
35.3247,86.0
36.3247,86.6
37.3247,88.6
38.3247,87.6
39.3247,87.6
40.3247,88.3
41.3247,89.8
42.3247,89.9
43.3247,88.1
44.3247,86.7
45.3247,86.0
46.3247,86.1
47.3247,87.2
48.3247,86.4
49.3247,84.7
50.3247,84.5
51.3247,82.3
52.3247,81.5
53.3247,81.6
54.3247,79.7
55.3247,77.9
56.3247,77.9
57.3247,77.9
58.3247,78.4
59.3247,78.4
60.3247,78.4
61.3247,79.5
62.3247,80.2
63.3247,79.6
64.3247,77.9
65.3247,78.0
66.3247,79.5
67.3247,79.7
68.3247,79.7
69.3247,79.7
70.3247,80.5
71.3247,81.3
72.3247,83.0
73.3247,83.8
74.3247,84.3
75.3247,85.5
76.3247,86.0
77.3247,86.0
78.3247,87.2
79.3247,88.1
80.3247,87.0
81.3247,87.0
82.3247,87.6
83.3247,88.1
84.3247,87.9
85.3247,87.9
86.3247,87.9
87.3247,87.3
88.3247,87.3
89.3247,87.0
90.3247,87.7
91.3247,87.8
92.3247,88.6
93.3247,88.6
94.3247,89.1
95.3247,88.7
96.3247,88.8
97.3247,90.6
98.3247,91.0
99.3247,91.1
100.325,91.1
101.325,91.1
102.325,91.1
103.325,91.1
104.325,91.1
105.325,91.1
106.325,90.1
107.325,90.1
108.325,90.1
109.325,90.3
110.325,90.1
111.325,89.8
112.325,90.7
113.325,90.8
114.325,90.8
115.325,90.3
116.325,90.6
117.325,90.9
118.325,91.9
119.325,92.3
120.325,91.9
121.325,92.9
122.325,92.3
123.325,93.1
124.325,92.2
125.325,92.2
126.325,92.2
127.325,92.2
128.325,92.4
129.325,91.7
130.325,91.6
131.325,91.1
132.325,90.6
133.325,88.3
134.325,86.7
135.325,86.2
136.325,86.1
137.325,86.6
138.325,86.6
139.325,86.6
140.325,86.6
141.325,86.6
142.325,86.7
143.325,86.8
144.325,87.1
145.325,86.3
146.325,86.4
147.325,86.3
148.325,86.0
149.325,85.7
150.325,85.6
151.325,85.6
152.325,85.5
153.325,85.4
154.325,85.4
155.325,85.3
156.325,85.3
157.325,85.0
158.325,85.0
159.325,84.2
160.325,83.9
161.325,83.9
162.325,83.6
163.325,84.3
164.325,84.0
165.325,84.0
166.325,84.0
167.325,84.0
168.325,83.7
169.325,83.7
170.325,84.1
171.325,83.8
172.325,83.7
173.325,83.7
174.325,82.9
175.325,82.6
176.325,82.5
177.325,82.5
178.325,82.3
179.325,82.3
180.325,82.3
181.325,82.3
182.325,82.3
183.325,82.3
184.325,82.3
185.325,81.3
186.325,80.4
187.325,80.0
188.325,80.0
189.325,80.0
190.325,79.9
191.325,79.9
192.325,79.9
193.325,79.7
194.325,79.6
195.325,79.5
196.325,79.4
197.325,79.4
198.325,79.4
199.325,79.5
200.325,79.5
201.325,79.5
202.325,75.1
203.325,70.8
204.325,65.4
205.325,63.8
206.325,63.4
207.325,62.8
208.325,62.1
209.325,61.6
210.325,61.5
211.325,61.2
212.325,57.2
213.325,56.2
214.325,53.7
215.325,50.7
216.325,47.1
217.325,46.7
218.325,47.7
219.325,48.1
220.325,48.0
221.325,46.4
222.325,45.7
223.325,45.7
224.325,46.0
225.325,45.0
226.325,44.8
227.325,43.7
228.325,42.7
229.325,43.0
230.325,43.4
231.325,43.4
232.325,42.8
233.325,42.4
234.325,42.4
235.325,42.3
236.325,42.2
237.325,42.0
238.325,42.4
239.325,42.4
240.325,44.1
241.325,44.5
242.325,44.5
243.325,42.8
244.325,41.8
245.325,41.5
246.325,40.7
247.325,41.8
248.325,41.6
249.325,41.6
250.325,41.9
251.325,42.1
252.325,42.1
253.325,42.1
254.325,41.8
255.325,41.9
256.325,43.4
257.325,44.0
258.325,44.8
259.325,44.5
260.325,45.6
261.325,46.5
262.325,48.3
263.325,51.8
264.325,51.6
265.325,52.9
266.325,50.7
267.325,49.4
268.325,51.9
269.325,51.1
270.325,48.8
271.325,46.4
272.325,44.8
273.325,42.7
274.325,42.4
275.325,41.4
276.325,39.0
277.325,36.2
278.325,37.2
279.325,38.3
280.325,37.8
281.325,38.3
282.325,37.7
283.325,38.2
284.325,38.0
285.325,37.1
286.325,36.9
287.325,36.2
288.325,36.0
289.325,37.3
290.325,36.3
291.325,34.9
292.325,34.0
293.325,36.0
294.325,36.5
295.325,34.1
296.325,33.5
297.325,33.8
298.325,34.7
299.325,36.2
300.325,34.8
301.325,35.5
302.325,37.2
303.325,38.0
304.325,39.3
305.325,40.6
306.325,42.8
307.325,42.4
308.325,40.5
309.325,42.0
310.325,45.0
311.325,44.9
312.325,42.2
313.325,40.6
314.325,41.2
315.325,41.6
316.325,41.4
317.325,41.3
318.325,41.4
319.325,41.5
320.325,41.0
321.325,41.4
322.325,41.5
323.325,41.9
324.325,41.7
325.325,41.7
326.325,41.4
327.325,41.5
328.325,41.5
329.325,41.8
330.325,41.7
331.325,42.2
332.325,42.2
333.325,42.7
334.325,42.7
335.325,43.5
336.325,44.9
337.325,47.0
338.325,48.2
339.325,49.7
340.325,50.7
341.325,50.3
342.325,47.7
343.325,47.5
344.325,48.1
345.325,48.9
346.325,49.4
347.325,49.7
348.325,48.9
349.325,47.5
350.325,45.1
351.325,44.8
352.325,43.8
353.325,43.5
354.325,44.0
355.325,44.2
356.325,45.8
357.325,46.1
358.325,47.0
359.325,46.3
360.325,47.6
361.325,49.1
362.325,50.7
363.325,51.9
364.325,51.9
365.325,52.4
366.325,50.7
367.325,48.5
368.325,48.0
369.325,48.0
370.325,49.4
371.325,51.0
372.325,51.0
373.325,51.7
374.325,54.0
375.325,54.1
376.325,54.3
377.325,54.5
378.325,54.6
379.325,54.3
380.325,53.6
381.325,53.4
382.325,54.1
383.325,55.6
384.325,55.6
385.325,55.6
386.325,54.9
387.325,57.2
388.325,57.2
389.325,58.3
390.325,59.8
391.325,61.0
392.325,61.0
393.325,61.0
394.325,61.0
395.325,60.2
396.325,60.1
397.325,59.1
398.325,58.9
399.325,60.5
400.325,59.3
401.325,60.0
402.325,59.7
403.325,58.0
404.325,56.5
405.325,56.5
406.325,57.4
407.325,57.3
408.325,57.9
409.325,59.6
410.325,60.8
411.325,61.6
412.325,62.5
413.325,62.9
414.325,62.1
415.325,61.5
416.325,61.8
417.325,62.1
418.325,62.3
419.325,63.2
420.325,64.2
421.325,64.2
422.325,63.1
423.325,62.0
424.325,61.1
425.325,58.9
426.325,58.3
427.325,57.1
428.325,56.2
429.325,57.1
430.325,55.8
431.325,54.3
432.325,53.0
433.325,52.6
434.325,48.8
435.325,46.9
436.325,46.9
437.325,47.6
438.325,50.2
439.325,48.5
440.325,49.6
441.325,48.3
442.325,46.7
443.325,46.7
444.325,43.6
445.325,41.1
446.325,40.9
447.325,40.7
448.325,40.6
449.325,44.4
450.325,44.4
451.325,43.8
452.325,45.1
453.325,44.2
454.325,45.4
455.325,46.1
456.325,47.9
457.325,48.1
458.325,48.1
459.325,48.4
460.325,49.4
461.325,52.3
462.325,53.8
463.325,52.9
464.325,52.3
465.325,54.1
466.325,54.5
467.325,54.7
468.325,53.8
469.325,51.9
470.325,52.9
471.325,52.8
472.325,51.2
473.325,52.0
474.325,53.3
475.325,53.7
476.325,52.7
477.325,52.5
478.325,51.9
479.325,51.0
480.325,48.3
481.325,46.8
482.325,46.5
483.325,46.9
484.325,47.9
485.325,48.9
486.325,49.9
487.325,52.7
488.325,52.0
489.325,53.6
490.325,53.8
491.325,54.9
492.325,54.6
493.325,55.6
494.325,55.8
495.325,56.3
496.325,56.9
497.325,56.8
498.325,57.4
499.325,58.3
500.325,59.2
501.325,58.9
502.325,57.6
503.325,57.9
504.325,55.8
505.325,55.2
506.325,55.1
507.325,54.2
508.325,53.0
509.325,52.9
510.325,52.6
511.325,53.1
512.325,53.3
513.325,53.4
514.325,52.4
515.325,51.1
516.325,50.1
517.325,50.6
518.325,51.9
519.325,52.4
520.325,52.3
521.325,51.8
522.325,52.2
523.325,52.8
524.325,54.4
525.325,54.2
526.325,56.1
527.325,57.5
528.325,57.1
529.325,57.0
530.325,57.5
531.325,58.9
532.325,61.0
533.325,61.5
534.325,61.6
535.325,63.0
536.325,63.6
537.325,63.6
538.325,63.1
539.325,63.5
540.325,63.7
541.325,62.7
542.325,61.8
543.325,61.4
544.325,62.0
545.325,61.4
546.325,60.1
547.325,60.0
548.325,60.7
549.325,60.8
550.325,58.9
551.325,57.9
552.325,58.6
553.325,59.8
554.325,59.4
555.325,58.6
556.325,58.9
557.325,57.3
558.325,56.1
559.325,55.9
560.325,55.1
561.325,56.5
562.325,54.9
563.325,54.5
564.325,53.3
565.325,54.5
566.325,55.1
567.325,53.1
568.325,51.2
569.325,49.8
570.325,49.2
571.325,49.0
572.325,49.0
573.325,48.9
574.325,47.7
575.325,48.2
576.325,47.9
577.325,48.0
578.325,49.0
579.325,49.1
580.325,48.7
581.325,48.4
582.325,48.6
583.325,49.8
584.325,51.1
585.325,54.5
586.325,55.6
587.325,56.2
588.325,56.0
589.325,55.8
590.325,55.1
591.325,55.2
592.325,54.7
593.325,53.7
594.325,53.3
595.325,54.1
596.325,54.7
597.325,54.9
598.325,55.0
599.325,55.7
600.325,55.1
601.325,55.5
602.325,57.4
603.325,57.9
604.325,59.2
605.325,58.8
606.325,59.2
607.325,59.8
608.325,61.0
609.325,61.7
610.325,61.3
611.325,59.6
612.325,58.8
613.325,58.3
614.325,58.2
615.325,57.7
616.325,57.6
617.325,57.3
618.325,57.6
619.325,57.7
620.325,57.8
621.325,57.4
622.325,57.6
623.325,57.7
624.325,58.2
