hfd_mode0,hfd_mode1,hfd_mode2,hfd_mode3,hfd_mode4,BIS
1.0730033203105536,1.084721618168939,1.3400101150859276,1.9874416855832222,2.0370294940161533,93.2
1.0745052827409143,1.085806851675571,1.3416073363835543,1.9847488676068614,2.035360525290254,92.0
1.073840907122706,1.084706046908731,1.3411713022417644,1.986373516185609,2.034869025786706,92.3
1.0721378172871057,1.0837020434528655,1.341350944650284,1.9858520371971302,2.034569304674505,91.8
1.0717727758560627,1.0838110501016651,1.3409936110467757,1.9866219814119432,2.035019191754437,92.1
1.0727753255773878,1.0848679052446712,1.3418458815568342,1.9867865642102314,2.035898538275186,92.3
1.0720779519339498,1.0846247462259955,1.341057438909033,1.9850974315586742,2.0358750213858343,92.6
1.0727683654751687,1.0830353256671381,1.3398635131103385,1.9855754830844476,2.035570082703128,92.8
1.0726421066145628,1.083613931172823,1.3395408510299314,1.9867211504556495,2.036084007564302,90.4
1.0727979950382835,1.081811241936316,1.3395172622416904,1.9861456867287781,2.0359352854690376,88.1
1.0725210200511688,1.0824504780021758,1.3407767559672175,1.9854141233929583,2.03611903915001,88.3
1.0721399126155995,1.0806107138113668,1.340132924671708,1.985433545239264,2.036230818716948,88.6
1.0696579217938318,1.0807724872303945,1.3405153126971192,1.9846791294163753,2.035570870882542,88.9
1.0694254754858592,1.0804201466108503,1.3412012940661522,1.9846473366277304,2.035756729606737,89.1
1.0706881042668748,1.081974900277693,1.3411367367644231,1.9847292371729575,2.036011161566541,89.4
1.0705715968527736,1.0804512057385411,1.3414131821724098,1.9824905818236918,2.036218543450863,89.6
1.0705594724469476,1.0817891502730332,1.3410995609891945,1.9831248174065434,2.0360158455326873,89.9
1.0718902006952924,1.0825888550919738,1.342456563099004,1.9822265137825321,2.0360303097872103,90.1
1.071788692687419,1.0835462391199535,1.3424394774029478,1.981836803949193,2.0354939810018973,90.3
1.072903440043338,1.08307590037555,1.3429745578812635,1.9828539507832597,2.035940507715703,90.2
1.07347714953359,1.0836899283905699,1.3449811714871625,1.982615266955816,2.0361906220201718,90.8
1.073890832891739,1.0844785383009923,1.3434650249596352,1.981775577942641,2.0362367901516527,91.0
1.0747150672278862,1.0835671194025351,1.3416098238263767,1.9830409348722606,2.036079837278267,90.6
1.0750214067826909,1.0830867736478642,1.341801320604799,1.9825416753912373,2.0362203232007308,90.6
1.0770300459283675,1.0830889498536005,1.3407655055549312,1.9826748756634447,2.0368450380475625,90.6
1.077170650059672,1.0833459406117494,1.3419265110304253,1.9825047914901686,2.0358761495011155,90.6
1.076367583362638,1.0840100664652743,1.3428316553339912,1.9816575469437865,2.036688051015846,90.6
1.0761584038268137,1.0845661844817818,1.3428812550565548,1.9822686271454837,2.03649912992786,90.0
1.074923362797144,1.0853257013848412,1.3430655720646494,1.981356725996928,2.0374012547818006,90.5
1.0792553859728726,1.0877504343072957,1.3448341532280013,1.982662786895938,2.0373224642412864,90.6
1.086583385174103,1.0883570853139541,1.3542137350483092,1.9813919295201838,2.0368122904476924,90.6
1.0843484992379107,1.086519779202006,1.3556537596206895,1.98241909096655,2.0375326624057375,89.4
1.0834383068972047,1.0868145977229136,1.3565445249319448,1.9832532765584583,2.0372200596092047,89.4
1.0838597349475116,1.0858215921956944,1.3559306479097977,1.9824685980011711,2.0368419187845364,89.4
1.0844144258101376,1.0867316828708098,1.3569657590618531,1.9818592272636955,2.036988994548083,89.4
1.0824436067848886,1.0871852610926722,1.3567623457818716,1.9823715287699952,2.0370808337964155,89.4
1.079372144065458,1.086605321124565,1.3572172269932345,1.983555047849641,2.038221943958225,89.4
1.0793258274989332,1.0867619419829475,1.3571073778861318,1.9814520255190673,2.037364944683702,89.4
1.0720187672977903,1.0829760379919235,1.3541574046580003,1.9836380096198587,2.038155183644223,89.4
1.0725469756230537,1.0830056541473094,1.3551930767216969,1.9852917322678105,2.038629660006707,89.4
1.0718293956276432,1.0834005615124376,1.357223250095027,1.9873813748132068,2.037772510083793,89.4
1.075006515630285,1.0872878134832857,1.358564263169829,1.9916431140385624,2.0382654340744577,89.4
1.0762545531447922,1.089352792148671,1.3518271723142485,1.9930067604703319,2.0378703045772513,89.4
1.0822527356077087,1.0881810697316066,1.3492854466122763,1.9943514148015622,2.037590770963799,89.4
1.0755794403181698,1.083127789870499,1.349363161423228,1.9974802382221357,2.0385241849465685,89.4
1.068167201643993,1.081348732801606,1.3394998276316799,1.9912220116294181,2.0369809693221606,89.4
1.0704266477938986,1.0805138314309248,1.3367343081376934,1.993573214599866,2.0371855902460805,89.4
1.0675242145985868,1.0691698395330205,1.3346137797111646,1.995259641909785,2.0366659278000405,87.9
1.0653600842098194,1.0679113411303784,1.3354508110654264,1.9927837130194677,2.037096578019975,87.6
1.0611536975130884,1.068753758653404,1.3341742651679902,1.99237687575228,2.0368175855994215,87.2
1.0608946253742721,1.0653954117551738,1.334388287718857,1.993462610005602,2.0366391219573265,87.2
1.0581356804964408,1.0645679955156708,1.3335354457312327,1.990991201224114,2.037442622831379,87.2
1.0564570315931356,1.059647994100561,1.3303590850323275,1.9911725766011525,2.0374743326496065,87.2
1.056267265725004,1.0585863032075824,1.3288923753329624,1.9923016242679392,2.0374251529955965,87.2
1.0538668727718492,1.0582248356120232,1.328043861981031,1.9923217442602492,2.0370771505191625,87.2
1.0500029743617871,1.0570655193447327,1.325428980504878,1.9937205651115257,2.038295492575631,87.2
1.0423729149114567,1.0554490212237742,1.3258186898409061,1.9949816745981137,2.0394669945401156,87.0
1.0422022831451043,1.0523505913803375,1.323946100224201,1.9942427513864134,2.038650355899035,86.9
1.0383193037270049,1.052227526574816,1.3227208356297646,1.9941841306801829,2.0387494090186338,87.1
1.0383569594547295,1.0522143795861345,1.3215540363331992,1.9933256851408672,2.038920707789589,87.4
1.0365291190469568,1.0524271862263181,1.3194474454446818,1.9928257495306139,2.0379828795869623,87.4
1.0372467940280394,1.0510631810524806,1.3207094010097833,1.9941136699635582,2.0380416232507117,87.4
1.0344428703762005,1.0513563649255964,1.3235333391453425,1.9945372812069477,2.0377116216587736,87.4
1.036654274577708,1.0502845791895785,1.3214639251424358,1.995535195953058,2.0379209176919573,88.3
1.033520861067188,1.050022872125703,1.3212222179516433,1.9942464181710045,2.038377356290182,88.3
1.033535620868784,1.049700919377102,1.3208714043023906,1.9955946265553308,2.0383407204383177,89.4
1.0325297902925346,1.0514840356897686,1.3217974922121711,1.995958993832854,2.0371367420912,90.0
1.0317103111824104,1.0496288199097539,1.32018012297912,1.9974748766061856,2.0380861256424896,90.0
1.0318997659576308,1.0490730091563323,1.3185693771993559,1.9957691489805562,2.0374925099594687,90.6
1.033689104001949,1.0498395823319244,1.3186202963179479,1.9969027649539952,2.0376067774177007,90.6
1.0310939236292596,1.0482635512815393,1.3187907926189828,1.995777347927906,2.0372619168317496,90.6
1.0295227972763101,1.0482469942811932,1.316432804807336,1.9962491216862142,2.037001400451414,88.3
1.0292954678679613,1.0481506770829778,1.3172041748074532,1.9973105393921637,2.036652378279679,87.8
1.0288099097349976,1.0470638616336077,1.315597248712678,1.9975166412751435,2.0364767614266,87.8
1.0302112103109167,1.047613292424361,1.314290871987341,1.999369136786449,2.0365367003740404,87.8
1.0276326869740482,1.0462119314964902,1.314555166857086,1.9991096786420302,2.036701187708804,89.4
