hc_mode0,hc_mode1,hc_mode2,hc_mode3,hc_mode4,BIS
36.01384854470566,3.1275232087898313,1.099211647047361,1.0069334446602363,1.0031879830840973,80.19999999999999
35.363561221494976,3.12794082825216,1.0991113583811114,1.0070443527211237,1.0032361045792497,82.39999999999999
35.05654046225973,3.123370087048971,1.0978010334544799,1.0070617454451996,1.0032127945280849,84.6
35.053361568976285,3.124247207812465,1.0980251438462063,1.0070784244614017,1.0031650135557844,86.8
35.1095422510235,3.14137574376532,1.0987793214464956,1.0073191391402196,1.0031286863692819,89.0
35.260876522600114,3.119969960370853,1.099121037933393,1.0070465832443278,1.0031605610517411,87.0
35.165134661641524,3.1175244106391964,1.0986835034562863,1.0071525333492302,1.0031457207026402,86.8
35.930489769727565,3.120678517734345,1.0983551298397347,1.0070451378145062,1.0031461126883616,88.2
35.93291987068053,3.120106015368593,1.0979886393035065,1.007048221422537,1.0031784959345085,88.7
35.22378374838862,3.1328675325430617,1.0983196521559178,1.0069447022124633,1.0032479647050154,88.3
34.78413807705477,3.128135302560553,1.0978159466394801,1.0070170587756877,1.003242339753292,87.6
35.161638896077534,3.137689017966538,1.0973871521863465,1.006859828052424,1.0032214596664235,87.2
34.83670245320861,3.1515045867734597,1.0960208090485855,1.0068271083458031,1.0033068359006623,87.4
34.848342064384944,3.151156439592389,1.0962529482484578,1.0068182758663513,1.003297821065771,86.5
34.79419612992,3.1290730512679366,1.0953666664869983,1.0066757042234702,1.0032247284445026,86.0
34.52736649491685,3.1295111607713735,1.094678632713477,1.0069386110657785,1.0032353040207782,86.6
33.44246244014718,3.155242507651361,1.0943959022450298,1.0069762401040805,1.0032599310287897,88.6
33.86577581348214,3.1126346617711675,1.092718104533444,1.0069776599579345,1.0032678408791402,87.6
33.111577004907005,3.1133420904599602,1.0922304580224675,1.0071394401548888,1.0032507629535323,87.6
33.14801266700879,3.100447746637713,1.0920887695798773,1.0068396254060863,1.0032383030238348,88.3
32.73652512814874,3.104521297396981,1.0915150412744932,1.006667939808843,1.0032418243641146,89.8
27.277817951814036,2.9473724818070024,1.0940899032630227,1.0068191274124243,1.0031611061755585,89.9
8.384504059742216,2.098537305236019,1.1008511903331653,1.0068410060964916,1.0033889464526389,88.1
5.983696660860152,1.3406034825815003,1.1379360093465158,1.0071983897425476,1.0034846027469497,86.7
5.343232598399646,1.3340556917445514,1.1192177556137624,1.0068298764128516,1.0035072645298175,86.0
5.365772703245105,1.3344224118401091,1.1187338556399617,1.007192475362817,1.0034848749463434,86.1
5.35848607043242,1.3340915891636238,1.1180753802396017,1.0071502790384481,1.0034365350168877,87.2
5.346829959529171,1.333311840603636,1.1175010650759827,1.007106143299066,1.003420794938001,86.4
5.336511440472257,1.3324866952948116,1.1164508387912604,1.0070948832797688,1.0033996296843837,84.7
5.338771409840256,1.3322311768169108,1.1165417555927932,1.0072015232520033,1.0034085343515533,84.5
5.361133169077378,1.333266405962149,1.1172111381774472,1.007097979750397,1.0034640022396335,82.3
5.363085263664401,1.3335741493350766,1.1171591825353884,1.0072656544807799,1.00345329847198,81.5
5.36840737881171,1.3340540338541638,1.1164526857000092,1.007070787409168,1.003410159229651,81.6
5.447462159293436,1.3376028905774293,1.114640032533758,1.0072559986660978,1.0035220016764734,79.7
5.445227983546629,1.3391570423210404,1.114103767896996,1.007233937227821,1.0034920979135462,77.9
5.41140812529393,1.3368503267501386,1.1143733391536945,1.0071927411429555,1.0034440260900015,77.9
5.416821190853004,1.3368712382647059,1.1138546584830118,1.0071827187124034,1.0034552971204962,77.9
5.407727942451783,1.336306147773303,1.1126159710801091,1.0073242007555534,1.0034499026350894,78.4
5.378696434164408,1.3353675469234325,1.1116622455440075,1.0072059210165156,1.003447418626169,78.4
5.367067558999419,1.3346049813895686,1.1113668857419898,1.0072727833895185,1.0034815655437126,78.4
5.350171532428752,1.3337060256342117,1.1114965971731772,1.0069145673338267,1.003425860982275,79.5
